rt,responses,trial_type,time_elapsed,identifier_a,identifier_b,identifier_c,tasktype,browser_type,local_time,UTC_time,stimulus,button_pressed,response,key_press,stimulus_left,stimulus_right,accuracy,practice_cumulative_accuracy,stimulus_down_left,stimulus_down_mid,stimulus_down_right,stimulus_correct,prac_weighted_accuracy,cumulative_accuracy,failed_practice,weighted_accuracy
3053.2999999523163,,directmemory_phase1,601948,,,,,,,,object_09a.png,,,50,,,0,,object_12c.png,object_11c.png,object_07c.png,object_07c.png,,0.7,,0
2375.0999999046326,,directmemory_phase1,604324,,,,,,,,object_04b.png,,,49,,,0,,object_09c.png,object_02b.png,object_11c.png,object_11c.png,,0.6363636363636364,,0
2357.2999999523163,,directmemory_phase1,606684,,,,,,,,object_03a.png,,,49,,,1,,object_12a.png,object_02a.png,object_12c.png,object_12a.png,,0.6666666666666666,,1
2246.2999999523163,,directmemory_phase1,608933,,,,,,,,object_10c.png,,,49,,,0,,object_01a.png,object_05b.png,object_02b.png,object_05b.png,,0.6153846153846154,,0
1917.7999999523163,,directmemory_phase1,610853,,,,,,,,object_01b.png,,,49,,,1,,object_12c.png,object_01a.png,object_12a.png,object_12c.png,,0.6428571428571429,,1
2230,,directmemory_phase1,613085,,,,,,,,object_03c.png,,,50,,,0,,object_09c.png,object_02a.png,object_02b.png,object_09c.png,,0.6,,0
null,,thebreak,613188,,,,,,,,<p></p>,,,null,,,,,,,,,,,,
1422.2999999523163,,intro_0,614612,,,,,,,,instruct,,,32,,,,,,,,,,,,
null,,learn_phase(without_color)2,618114,,,,,,,,black_plus_sign,,,null,object_07c.png,object_09a.png,,,,,,,,,,
null,,black_cross(without_color)2,618698,,,,,,,,blue,,,null,object_07c.png,object_09a.png,,,,,,,,,,
null,,rt_plussign_withcolor2,619199,,,,,,,,blue,,,null,object_07c.png,object_09a.png,,,,,,,,,,
822.0999999046326,,rt_thecrossant_black2,620620,,,,,,,,black_plus_sign,,,49,,,1,,,,,,,1,,
null,,color_black2,620722,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,
null,,learn_phase(without_color)2,624226,,,,,,,,black_plus_sign,,,null,object_12c.png,object_01b.png,,,,,,,,,,
null,,black_cross(without_color)2,625304,,,,,,,,blue,,,null,object_12c.png,object_01b.png,,,,,,,,,,
410.7000000476837,,rt_plussign_withcolor2,625806,,,,,,,,blue,,,49,object_12c.png,object_01b.png,,,,,,,,,,
null,,rt_thecrossant_black2,626731,,,,,,,,black_plus_sign,,,null,,,1,,,,,,,1,,
null,,color_black2,626832,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,
null,,learn_phase(without_color)2,630334,,,,,,,,black_plus_sign,,,null,object_02a.png,object_04c.png,,,,,,,,,,
null,,black_cross(without_color)2,631058,,,,,,,,green,,,null,object_02a.png,object_04c.png,,,,,,,,,,
136.90000009536743,,rt_plussign_withcolor2,631560,,,,,,,,green,,,49,object_02a.png,object_04c.png,,,,,,,,,,
null,,rt_thecrossant_black2,632839,,,,,,,,black_plus_sign,,,50,,,0,,,,,,,0.6666666666666666,,
null,,color_black2,632956,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,
null,,learn_phase(without_color)2,636459,,,,,,,,black_plus_sign,,,null,object_11c.png,object_04b.png,,,,,,,,,,
null,,black_cross(without_color)2,637072,,,,,,,,blue,,,null,object_11c.png,object_04b.png,,,,,,,,,,
null,,rt_plussign_withcolor2,637574,,,,,,,,blue,,,null,object_11c.png,object_04b.png,,,,,,,,,,
1147.8999998569489,,rt_thecrossant_black2,638966,,,,,,,,black_plus_sign,,,50,,,0,,,,,,,0.5,,
null,,warning_page,643968,,,,,,,,warning,,,null,,,,,,,,,,,,
null,,color_black2,644069,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,
null,,learn_phase(without_color)2,647573,,,,,,,,black_plus_sign,,,null,object_06a.png,object_05a.png,,,,,,,,,,
null,,black_cross(without_color)2,648046,,,,,,,,blue,,,null,object_06a.png,object_05a.png,,,,,,,,,,
null,,rt_plussign_withcolor2,648548,,,,,,,,blue,,,null,object_06a.png,object_05a.png,,,,,,,,,,
null,,rt_thecrossant_black2,650742,,,,,,,,black_plus_sign,,,null,,,,,,,,,,0.5,,
null,,warning_page,656743,,,,,,,,warning,,,null,,,,,,,,,,,,
null,,color_black2,657742,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,
null,,learn_phase(without_color)2,661245,,,,,,,,black_plus_sign,,,null,object_12a.png,object_03a.png,,,,,,,,,,
null,,black_cross(without_color)2,662213,,,,,,,,green,,,null,object_12a.png,object_03a.png,,,,,,,,,,
null,,rt_plussign_withcolor2,662716,,,,,,,,green,,,null,object_12a.png,object_03a.png,,,,,,,,,,
null,,rt_thecrossant_black2,663752,,,,,,,,black_plus_sign,,,null,,,,,,,,,,0.5,,
null,,color_black2,663854,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,,
null,,learn_phase(without_color)2,667356,,,,,,,,black_plus_sign,,,null,object_15a.png,object_15b.png,,,,,,,,,,
null,,black_cross(without_color)2,667871,,,,,,,,blue,,,null,object_15a.png,object_15b.png,,,,,,,,,,
null,,rt_plussign_withcolor2,668373,,,,,,,,blue,,,null,object_15a.png,object_15b.png,,,,,,,,,,
null,,rt_thecrossant_black2,669862,,,,,,,,black_plus_sign,,,null,,,,,,,,,,0.5,,
