rt,responses,trial_type,time_elapsed,identifier_a,identifier_b,identifier_c,tasktype,browser_type,local_time,UTC_time,stimulus,button_pressed,response,key_press,stimulus_left,stimulus_right,accuracy,practice_cumulative_accuracy,stimulus_down_left,stimulus_down_mid,stimulus_down_right,stimulus_correct,prac_weighted_accuracy,cumulative_accuracy,weighted_accuracy
1172.2000000029802,,rt_thecrossant_black3,747923,,,,,,,,black_plus_sign,,,50,,,1,,,,,,,1,
null,,color_black3,748026,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,
null,,learn_phase(without_color)3,751533,,,,,,,,black_plus_sign,,,null,object_15b.png,object_15c.png,,,,,,,,,
null,,black_cross(without_color)3,752222,,,,,,,,blue,,,null,object_15b.png,object_15c.png,,,,,,,,,
null,,rt_plussign_withcolor3,752724,,,,,,,,blue,,,null,object_15b.png,object_15c.png,,,,,,,,,
1367.5,,rt_thecrossant_black3,754059,,,,,,,,black_plus_sign,,,49,,,1,,,,,,,1,
null,,color_black3,754168,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,
null,,learn_phase(without_color)3,757675,,,,,,,,black_plus_sign,,,null,object_08c.png,object_11c.png,,,,,,,,,
null,,black_cross(without_color)3,758332,,,,,,,,green,,,null,object_08c.png,object_11c.png,,,,,,,,,
null,,rt_plussign_withcolor3,758835,,,,,,,,green,,,null,object_08c.png,object_11c.png,,,,,,,,,
867.8999999985099,,rt_thecrossant_black3,760189,,,,,,,,black_plus_sign,,,50,,,1,,,,,,,1,
null,,color_black3,760291,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,
null,,learn_phase(without_color)3,763796,,,,,,,,black_plus_sign,,,null,object_11a.png,object_15a.png,,,,,,,,,
null,,black_cross(without_color)3,764437,,,,,,,,green,,,null,object_11a.png,object_15a.png,,,,,,,,,
null,,rt_plussign_withcolor3,764941,,,,,,,,green,,,null,object_11a.png,object_15a.png,,,,,,,,,
860.1999999992549,,rt_thecrossant_black3,766311,,,,,,,,black_plus_sign,,,50,,,1,,,,,,,1,
null,,color_black3,766415,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,
null,,learn_phase(without_color)3,769920,,,,,,,,black_plus_sign,,,null,object_06b.png,object_01a.png,,,,,,,,,
null,,black_cross(without_color)3,770773,,,,,,,,blue,,,null,object_06b.png,object_01a.png,,,,,,,,,
null,,rt_plussign_withcolor3,771279,,,,,,,,blue,,,null,object_06b.png,object_01a.png,,,,,,,,,
986,,rt_thecrossant_black3,772440,,,,,,,,black_plus_sign,,,49,,,1,,,,,,,1,
null,,color_black3,772543,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,
null,,learn_phase(without_color)3,776052,,,,,,,,black_plus_sign,,,null,object_02c.png,object_01b.png,,,,,,,,,
null,,black_cross(without_color)3,776765,,,,,,,,green,,,null,object_02c.png,object_01b.png,,,,,,,,,
null,,rt_plussign_withcolor3,777273,,,,,,,,green,,,null,object_02c.png,object_01b.png,,,,,,,,,
1105.1000000014901,,rt_thecrossant_black3,778572,,,,,,,,black_plus_sign,,,50,,,1,,,,,,,1,
null,,color_black3,778676,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,
null,,learn_phase(without_color)3,782184,,,,,,,,black_plus_sign,,,null,object_06c.png,object_14a.png,,,,,,,,,
null,,black_cross(without_color)3,782699,,,,,,,,green,,,null,object_06c.png,object_14a.png,,,,,,,,,
null,,rt_plussign_withcolor3,783203,,,,,,,,green,,,null,object_06c.png,object_14a.png,,,,,,,,,
1064.800000000745,,rt_thecrossant_black3,784705,,,,,,,,black_plus_sign,,,50,,,1,,,,,,,1,
null,,color_black3,784809,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,
null,,thebreak,784913,,,,,,,,<p></p>,,,null,,,,,,,,,,,
1904.0999999977648,,intro_0,786818,,,,,,,,instruct,,,32,,,,,,,,,,,
7596.300000000745,,directmemory_phase3,794415,,,,,,,,object_09c.png,,,50,,,1,,object_06b.png,object_13b.png,object_02a.png,object_13b.png,,0.5806451612903226,1
6586.29999999702,,directmemory_phase3,801004,,,,,,,,object_10a.png,,,49,,,1,,object_14c.png,object_13b.png,object_05b.png,object_14c.png,,0.59375,1
8003.199999999255,,directmemory_phase3,809010,,,,,,,,object_07a.png,,,51,,,0,,object_06b.png,object_02a.png,object_14c.png,object_02a.png,,0.5757575757575758,0
3398.2000000029802,,directmemory_phase3,812412,,,,,,,,object_07b.png,,,51,,,1,,object_13b.png,object_03c.png,object_13a.png,object_13a.png,,0.5882352941176471,1
3346.800000000745,,directmemory_phase3,815761,,,,,,,,object_01a.png,,,50,,,1,,object_10c.png,object_06b.png,object_14c.png,object_06b.png,,0.6,1
3407.2999999970198,,directmemory_phase3,819171,,,,,,,,object_05a.png,,,51,,,0,,object_01c.png,object_11a.png,object_02c.png,object_01c.png,,0.5833333333333334,0
3214.800000000745,,directmemory_phase3,822388,,,,,,,,object_13c.png,,,50,,,0,,object_09b.png,object_02c.png,object_06b.png,object_09b.png,,0.5675675675675675,0
8342.800000000745,,directmemory_phase3,830733,,,,,,,,object_15a.png,,,50,,,0,,object_11a.png,object_06b.png,object_08c.png,object_11a.png,,0.5526315789473685,0
5196.300000000745,,directmemory_phase3,835932,,,,,,,,object_01b.png,,,51,,,0,,object_02c.png,object_05b.png,object_11a.png,object_02c.png,,0.5384615384615384,0
6395.199999999255,,directmemory_phase3,842330,,,,,,,,object_11c.png,,,49,,,1,,object_08c.png,object_13a.png,object_11a.png,object_08c.png,,0.55,1
4823.5,,directmemory_phase3,847156,,,,,,,,object_15c.png,,,51,,,1,,object_11a.png,object_08c.png,object_15b.png,object_15b.png,,0.5609756097560976,1
9170,,directmemory_phase3,856328,,,,,,,,object_05c.png,,,51,,,0,,object_08c.png,object_05b.png,object_15b.png,object_05b.png,,0.5476190476190477,0
5774.699999999255,,directmemory_phase3,862105,,,,,,,,object_12c.png,,,49,,,0,,object_14c.png,object_08c.png,object_03c.png,object_03c.png,,0.5348837209302325,0
3460.300000000745,,directmemory_phase3,865568,,,,,,,,object_04b.png,,,50,,,1,,object_03c.png,object_10c.png,object_14c.png,object_10c.png,,0.5454545454545454,1
6622.79999999702,,directmemory_phase3,872193,,,,,,,,object_14a.png,,,49,,,0,,object_13b.png,object_06c.png,object_13a.png,object_06c.png,,0.5333333333333333,0
null,,thebreak,872298,,,,,,,,<p></p>,,,null,,,,,,,,,,,
2402.2000000029802,,intro_0,874701,,,,,,,,instruct,,,32,,,,,,,,,,,
null,,learn_phase(without_color)4,878202,,,,,,,,black_plus_sign,,,null,object_11a.png,object_15a.png,,,,,,,,,
null,,black_cross(without_color)4,878718,,,,,,,,blue,,,null,object_11a.png,object_15a.png,,,,,,,,,
null,,rt_plussign_withcolor4,879222,,,,,,,,blue,,,null,object_11a.png,object_15a.png,,,,,,,,,
1025.7000000029802,,rt_thecrossant_black4,880716,,,,,,,,black_plus_sign,,,49,,,1,,,,,,,1,
null,,color_black4,880819,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,
null,,learn_phase(without_color)4,884326,,,,,,,,black_plus_sign,,,null,object_14c.png,object_10a.png,,,,,,,,,
null,,black_cross(without_color)4,885406,,,,,,,,blue,,,null,object_14c.png,object_10a.png,,,,,,,,,
null,,rt_plussign_withcolor4,885910,,,,,,,,blue,,,null,object_14c.png,object_10a.png,,,,,,,,,
929.8999999985099,,rt_thecrossant_black4,886839,,,,,,,,black_plus_sign,,,49,,,1,,,,,,,1,
null,,color_black4,886949,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,
null,,learn_phase(without_color)4,890457,,,,,,,,black_plus_sign,,,null,object_02c.png,object_01b.png,,,,,,,,,
null,,black_cross(without_color)4,891190,,,,,,,,blue,,,null,object_02c.png,object_01b.png,,,,,,,,,
null,,rt_plussign_withcolor4,891697,,,,,,,,blue,,,null,object_02c.png,object_01b.png,,,,,,,,,
1789.1000000014901,,rt_thecrossant_black4,892972,,,,,,,,black_plus_sign,,,49,,,1,,,,,,,1,
null,,color_black4,893075,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,
null,,learn_phase(without_color)4,896583,,,,,,,,black_plus_sign,,,null,object_15b.png,object_15c.png,,,,,,,,,
null,,black_cross(without_color)4,897001,,,,,,,,green,,,null,object_15b.png,object_15c.png,,,,,,,,,
null,,rt_plussign_withcolor4,897505,,,,,,,,green,,,null,object_15b.png,object_15c.png,,,,,,,,,
1520,,rt_thecrossant_black4,899100,,,,,,,,black_plus_sign,,,50,,,1,,,,,,,1,
null,,color_black4,899203,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,
null,,learn_phase(without_color)4,902709,,,,,,,,black_plus_sign,,,null,object_10c.png,object_04b.png,,,,,,,,,
null,,black_cross(without_color)4,903217,,,,,,,,green,,,null,object_10c.png,object_04b.png,,,,,,,,,
null,,rt_plussign_withcolor4,903722,,,,,,,,green,,,null,object_10c.png,object_04b.png,,,,,,,,,
789.1999999992549,,rt_thecrossant_black4,905230,,,,,,,,black_plus_sign,,,50,,,1,,,,,,,1,
null,,color_black4,905336,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,
null,,learn_phase(without_color)4,908842,,,,,,,,black_plus_sign,,,null,object_08c.png,object_11c.png,,,,,,,,,
null,,black_cross(without_color)4,909518,,,,,,,,blue,,,null,object_08c.png,object_11c.png,,,,,,,,,
null,,rt_plussign_withcolor4,910024,,,,,,,,blue,,,null,object_08c.png,object_11c.png,,,,,,,,,
945,,rt_thecrossant_black4,911357,,,,,,,,black_plus_sign,,,49,,,1,,,,,,,1,
null,,color_black4,911461,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,
null,,learn_phase(without_color)4,914965,,,,,,,,black_plus_sign,,,null,object_01c.png,object_05a.png,,,,,,,,,
null,,black_cross(without_color)4,915518,,,,,,,,green,,,null,object_01c.png,object_05a.png,,,,,,,,,
null,,rt_plussign_withcolor4,916022,,,,,,,,green,,,null,object_01c.png,object_05a.png,,,,,,,,,
980.5999999977648,,rt_thecrossant_black4,917481,,,,,,,,black_plus_sign,,,50,,,1,,,,,,,1,
null,,color_black4,917585,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,
null,,learn_phase(without_color)4,921093,,,,,,,,black_plus_sign,,,null,object_13a.png,object_07b.png,,,,,,,,,
null,,black_cross(without_color)4,921601,,,,,,,,blue,,,null,object_13a.png,object_07b.png,,,,,,,,,
null,,rt_plussign_withcolor4,922107,,,,,,,,blue,,,null,object_13a.png,object_07b.png,,,,,,,,,
795.6000000014901,,rt_thecrossant_black4,923619,,,,,,,,black_plus_sign,,,49,,,1,,,,,,,1,
null,,color_black4,923722,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,
null,,learn_phase(without_color)4,927225,,,,,,,,black_plus_sign,,,null,object_06c.png,object_14a.png,,,,,,,,,
null,,black_cross(without_color)4,927846,,,,,,,,blue,,,null,object_06c.png,object_14a.png,,,,,,,,,
null,,rt_plussign_withcolor4,928349,,,,,,,,blue,,,null,object_06c.png,object_14a.png,,,,,,,,,
905.3999999985099,,rt_thecrossant_black4,929739,,,,,,,,black_plus_sign,,,49,,,1,,,,,,,1,
null,,color_black4,929844,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,
null,,learn_phase(without_color)4,933347,,,,,,,,black_plus_sign,,,null,object_02a.png,object_07a.png,,,,,,,,,
null,,black_cross(without_color)4,934070,,,,,,,,green,,,null,object_02a.png,object_07a.png,,,,,,,,,
null,,rt_plussign_withcolor4,934574,,,,,,,,green,,,null,object_02a.png,object_07a.png,,,,,,,,,
960.6000000014901,,rt_thecrossant_black4,935866,,,,,,,,black_plus_sign,,,50,,,1,,,,,,,1,
null,,color_black4,935969,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,
null,,learn_phase(without_color)4,939480,,,,,,,,black_plus_sign,,,null,object_05b.png,object_05c.png,,,,,,,,,
null,,black_cross(without_color)4,940186,,,,,,,,blue,,,null,object_05b.png,object_05c.png,,,,,,,,,
null,,rt_plussign_withcolor4,940691,,,,,,,,blue,,,null,object_05b.png,object_05c.png,,,,,,,,,
1080.199999999255,,rt_thecrossant_black4,941997,,,,,,,,black_plus_sign,,,49,,,1,,,,,,,1,
null,,color_black4,942108,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,
null,,learn_phase(without_color)4,945614,,,,,,,,black_plus_sign,,,null,object_13b.png,object_09c.png,,,,,,,,,
null,,black_cross(without_color)4,946163,,,,,,,,blue,,,null,object_13b.png,object_09c.png,,,,,,,,,
null,,rt_plussign_withcolor4,946665,,,,,,,,blue,,,null,object_13b.png,object_09c.png,,,,,,,,,
1168.800000000745,,rt_thecrossant_black4,948122,,,,,,,,black_plus_sign,,,49,,,1,,,,,,,1,
null,,color_black4,948225,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,
null,,learn_phase(without_color)4,951732,,,,,,,,black_plus_sign,,,null,object_09b.png,object_13c.png,,,,,,,,,
null,,black_cross(without_color)4,952265,,,,,,,,blue,,,null,object_09b.png,object_13c.png,,,,,,,,,
null,,rt_plussign_withcolor4,952770,,,,,,,,blue,,,null,object_09b.png,object_13c.png,,,,,,,,,
1034.5,,rt_thecrossant_black4,954245,,,,,,,,black_plus_sign,,,49,,,1,,,,,,,1,
null,,color_black4,954349,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,
null,,learn_phase(without_color)4,957852,,,,,,,,black_plus_sign,,,null,object_03c.png,object_12c.png,,,,,,,,,
null,,black_cross(without_color)4,958581,,,,,,,,blue,,,null,object_03c.png,object_12c.png,,,,,,,,,
null,,rt_plussign_withcolor4,959086,,,,,,,,blue,,,null,object_03c.png,object_12c.png,,,,,,,,,
799.8999999985099,,rt_thecrossant_black4,960370,,,,,,,,black_plus_sign,,,49,,,1,,,,,,,1,
null,,color_black4,960473,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,
null,,learn_phase(without_color)4,963977,,,,,,,,black_plus_sign,,,null,object_06b.png,object_01a.png,,,,,,,,,
null,,black_cross(without_color)4,964555,,,,,,,,green,,,null,object_06b.png,object_01a.png,,,,,,,,,
null,,rt_plussign_withcolor4,965061,,,,,,,,green,,,null,object_06b.png,object_01a.png,,,,,,,,,
1050.3999999985099,,rt_thecrossant_black4,966494,,,,,,,,black_plus_sign,,,50,,,1,,,,,,,1,
null,,color_black4,966596,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,
null,,thebreak,966699,,,,,,,,<p></p>,,,null,,,,,,,,,,,
1966.6000000014901,,intro_0,968667,,,,,,,,instruct,,,32,,,,,,,,,,,
3506.300000000745,,directmemory_phase4,972174,,,,,,,,object_13c.png,,,49,,,0,,object_14c.png,object_06b.png,object_09b.png,object_09b.png,,0.5217391304347826,0
5461.699999999255,,directmemory_phase4,977638,,,,,,,,object_01b.png,,,51,,,1,,object_05b.png,object_06b.png,object_02c.png,object_02c.png,,0.5319148936170213,1
4513.400000002235,,directmemory_phase4,982155,,,,,,,,object_12c.png,,,49,,,0,,object_13a.png,object_03c.png,object_02c.png,object_03c.png,,0.5208333333333334,0
6464.39999999851,,directmemory_phase4,988623,,,,,,,,object_14a.png,,,50,,,0,,object_06c.png,object_10c.png,object_05b.png,object_06c.png,,0.5102040816326531,0
6436.79999999702,,directmemory_phase4,995063,,,,,,,,object_07a.png,,,49,,,0,,object_15b.png,object_13b.png,object_02a.png,object_02a.png,,0.5,0
5894.300000000745,,directmemory_phase4,1000959,,,,,,,,object_01a.png,,,51,,,1,,object_14c.png,object_03c.png,object_06b.png,object_06b.png,,0.5098039215686274,1
7501.60000000149,,directmemory_phase4,1008464,,,,,,,,object_11c.png,,,50,,,0,,object_08c.png,object_13a.png,object_10c.png,object_08c.png,,0.5,0
3296.900000002235,,directmemory_phase4,1011763,,,,,,,,object_10a.png,,,49,,,1,,object_14c.png,object_09b.png,object_02c.png,object_14c.png,,0.5094339622641509,1
7913.89999999851,,directmemory_phase4,1019679,,,,,,,,object_15c.png,,,51,,,0,,object_15b.png,object_06b.png,object_14c.png,object_15b.png,,0.5,0
5404.199999999255,,directmemory_phase4,1025086,,,,,,,,object_15a.png,,,50,,,1,,object_02c.png,object_11a.png,object_10c.png,object_11a.png,,0.509090909090909,1
5517.900000002235,,directmemory_phase4,1030606,,,,,,,,object_05c.png,,,51,,,0,,object_05b.png,object_09b.png,object_13b.png,object_05b.png,,0.5,0
2630.800000000745,,directmemory_phase4,1033240,,,,,,,,object_07b.png,,,49,,,1,,object_13a.png,object_14c.png,object_03c.png,object_13a.png,,0.5087719298245614,1
5268.400000002235,,directmemory_phase4,1038512,,,,,,,,object_05a.png,,,50,,,1,,object_11a.png,object_01c.png,object_03c.png,object_01c.png,,0.5172413793103449,1
5511.70000000298,,directmemory_phase4,1044026,,,,,,,,object_04b.png,,,51,,,1,,object_06b.png,object_03c.png,object_10c.png,object_10c.png,,0.5254237288135594,1
4392.5,,directmemory_phase4,1048421,,,,,,,,object_09c.png,,,50,,,0,,object_13b.png,object_14c.png,object_08c.png,object_13b.png,,0.5166666666666667,0
null,,thebreak,1048523,,,,,,,,<p></p>,,,null,,,,,,,,,,,
2843.599999997765,,intro_0,1051369,,,,,,,,instruct,,,32,,,,,,,,,,,
null,,learn_phase(without_color)5,1054876,,,,,,,,black_plus_sign,,,null,object_13c.png,object_08a.png,,,,,,,,,
null,,black_cross(without_color)5,1055947,,,,,,,,blue,,,null,object_13c.png,object_08a.png,,,,,,,,,
null,,rt_plussign_withcolor5,1056458,,,,,,,,blue,,,null,object_13c.png,object_08a.png,,,,,,,,,
1395.800000000745,,rt_thecrossant_black5,1057412,,,,,,,,black_plus_sign,,,49,,,1,,,,,,,1,
null,,color_black5,1057516,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,
null,,learn_phase(without_color)5,1061024,,,,,,,,black_plus_sign,,,null,object_12c.png,object_04a.png,,,,,,,,,
null,,black_cross(without_color)5,1061501,,,,,,,,green,,,null,object_12c.png,object_04a.png,,,,,,,,,
null,,rt_plussign_withcolor5,1062002,,,,,,,,green,,,null,object_12c.png,object_04a.png,,,,,,,,,
null,,rt_thecrossant_black5,1063535,,,,,,,,black_plus_sign,,,null,,,,,,,,,,1,
null,,color_black5,1063638,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,
null,,learn_phase(without_color)5,1067142,,,,,,,,black_plus_sign,,,null,object_04b.png,object_08b.png,,,,,,,,,
null,,black_cross(without_color)5,1067866,,,,,,,,blue,,,null,object_04b.png,object_08b.png,,,,,,,,,
null,,rt_plussign_withcolor5,1068368,,,,,,,,blue,,,null,object_04b.png,object_08b.png,,,,,,,,,
null,,rt_thecrossant_black5,1069661,,,,,,,,black_plus_sign,,,null,,,,,,,,,,1,
null,,warning_page,1074671,,,,,,,,warning,,,null,,,,,,,,,,,
null,,color_black5,1074774,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,
null,,learn_phase(without_color)5,1078280,,,,,,,,black_plus_sign,,,null,object_07b.png,object_11b.png,,,,,,,,,
null,,black_cross(without_color)5,1078872,,,,,,,,green,,,null,object_07b.png,object_11b.png,,,,,,,,,
null,,rt_plussign_withcolor5,1079374,,,,,,,,green,,,null,object_07b.png,object_11b.png,,,,,,,,,
null,,rt_thecrossant_black5,1080796,,,,,,,,black_plus_sign,,,null,,,,,,,,,,1,
null,,warning_page,1085802,,,,,,,,warning,,,null,,,,,,,,,,,
null,,color_black5,1085905,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,
null,,learn_phase(without_color)5,1089411,,,,,,,,black_plus_sign,,,null,object_09c.png,object_12b.png,,,,,,,,,
null,,black_cross(without_color)5,1090193,,,,,,,,green,,,null,object_09c.png,object_12b.png,,,,,,,,,
null,,rt_plussign_withcolor5,1090698,,,,,,,,green,,,null,object_09c.png,object_12b.png,,,,,,,,,
1506.300000000745,,rt_thecrossant_black5,1091930,,,,,,,,black_plus_sign,,,49,,,0,,,,,,,0.5,
null,,warning_page,1096938,,,,,,,,warning,,,null,,,,,,,,,,,
null,,color_black5,1097041,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,
null,,learn_phase(without_color)5,1100549,,,,,,,,black_plus_sign,,,null,object_15c.png,object_14b.png,,,,,,,,,
null,,black_cross(without_color)5,1101413,,,,,,,,blue,,,null,object_15c.png,object_14b.png,,,,,,,,,
null,,rt_plussign_withcolor5,1101919,,,,,,,,blue,,,null,object_15c.png,object_14b.png,,,,,,,,,
989.5,,rt_thecrossant_black5,1103070,,,,,,,,black_plus_sign,,,49,,,1,,,,,,,0.6666666666666666,
null,,color_black5,1103173,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,
null,,learn_phase(without_color)5,1106676,,,,,,,,black_plus_sign,,,null,object_05a.png,object_04c.png,,,,,,,,,
null,,black_cross(without_color)5,1107315,,,,,,,,blue,,,null,object_05a.png,object_04c.png,,,,,,,,,
null,,rt_plussign_withcolor5,1107820,,,,,,,,blue,,,null,object_05a.png,object_04c.png,,,,,,,,,
1359.6000000014901,,rt_thecrossant_black5,1109192,,,,,,,,black_plus_sign,,,49,,,1,,,,,,,0.75,
null,,color_black5,1109295,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,
null,,learn_phase(without_color)5,1112801,,,,,,,,black_plus_sign,,,null,object_10a.png,object_02b.png,,,,,,,,,
null,,black_cross(without_color)5,1113458,,,,,,,,green,,,null,object_10a.png,object_02b.png,,,,,,,,,
null,,rt_plussign_withcolor5,1113960,,,,,,,,green,,,null,object_10a.png,object_02b.png,,,,,,,,,
1023.0999999977648,,rt_thecrossant_black5,1115316,,,,,,,,black_plus_sign,,,50,,,1,,,,,,,0.8,
null,,color_black5,1115423,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,
null,,learn_phase(without_color)5,1118926,,,,,,,,black_plus_sign,,,null,object_05c.png,object_10b.png,,,,,,,,,
null,,black_cross(without_color)5,1119755,,,,,,,,green,,,null,object_05c.png,object_10b.png,,,,,,,,,
null,,rt_plussign_withcolor5,1120257,,,,,,,,green,,,null,object_05c.png,object_10b.png,,,,,,,,,
1321.800000000745,,rt_thecrossant_black5,1121438,,,,,,,,black_plus_sign,,,50,,,1,,,,,,,0.8333333333333334,
null,,color_black5,1121542,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,
null,,learn_phase(without_color)5,1125047,,,,,,,,black_plus_sign,,,null,object_14a.png,object_06a.png,,,,,,,,,
null,,black_cross(without_color)5,1125912,,,,,,,,blue,,,null,object_14a.png,object_06a.png,,,,,,,,,
null,,rt_plussign_withcolor5,1126428,,,,,,,,blue,,,null,object_14a.png,object_06a.png,,,,,,,,,
1224.7999999970198,,rt_thecrossant_black5,1127575,,,,,,,,black_plus_sign,,,49,,,1,,,,,,,0.8571428571428571,
null,,color_black5,1127679,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,
null,,learn_phase(without_color)5,1131183,,,,,,,,black_plus_sign,,,null,object_15a.png,object_03b.png,,,,,,,,,
null,,black_cross(without_color)5,1132094,,,,,,,,blue,,,null,object_15a.png,object_03b.png,,,,,,,,,
null,,rt_plussign_withcolor5,1132595,,,,,,,,blue,,,null,object_15a.png,object_03b.png,,,,,,,,,
1208.5999999977648,,rt_thecrossant_black5,1133697,,,,,,,,black_plus_sign,,,49,,,1,,,,,,,0.875,
null,,color_black5,1133800,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,
null,,learn_phase(without_color)5,1137303,,,,,,,,black_plus_sign,,,null,object_01a.png,object_03a.png,,,,,,,,,
null,,black_cross(without_color)5,1138227,,,,,,,,blue,,,null,object_01a.png,object_03a.png,,,,,,,,,
null,,rt_plussign_withcolor5,1138729,,,,,,,,blue,,,null,object_01a.png,object_03a.png,,,,,,,,,
1297,,rt_thecrossant_black5,1139816,,,,,,,,black_plus_sign,,,49,,,1,,,,,,,0.8888888888888888,
null,,color_black5,1139921,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,
null,,learn_phase(without_color)5,1143425,,,,,,,,black_plus_sign,,,null,object_01b.png,object_12a.png,,,,,,,,,
null,,black_cross(without_color)5,1144391,,,,,,,,green,,,null,object_01b.png,object_12a.png,,,,,,,,,
null,,rt_plussign_withcolor5,1144893,,,,,,,,green,,,null,object_01b.png,object_12a.png,,,,,,,,,
1964.300000000745,,rt_thecrossant_black5,1145933,,,,,,,,black_plus_sign,,,50,,,1,,,,,,,0.9,
null,,color_black5,1146036,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,
null,,learn_phase(without_color)5,1149542,,,,,,,,black_plus_sign,,,null,object_11c.png,object_09a.png,,,,,,,,,
null,,black_cross(without_color)5,1150364,,,,,,,,green,,,null,object_11c.png,object_09a.png,,,,,,,,,
null,,rt_plussign_withcolor5,1150869,,,,,,,,green,,,null,object_11c.png,object_09a.png,,,,,,,,,
1333.5,,rt_thecrossant_black5,1152061,,,,,,,,black_plus_sign,,,49,,,0,,,,,,,0.8181818181818182,
null,,warning_page,1157069,,,,,,,,warning,,,null,,,,,,,,,,,
null,,color_black5,1157171,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,
null,,learn_phase(without_color)5,1160681,,,,,,,,black_plus_sign,,,null,object_07a.png,object_07c.png,,,,,,,,,
null,,black_cross(without_color)5,1161175,,,,,,,,blue,,,null,object_07a.png,object_07c.png,,,,,,,,,
null,,rt_plussign_withcolor5,1161677,,,,,,,,blue,,,null,object_07a.png,object_07c.png,,,,,,,,,
1106.8999999985099,,rt_thecrossant_black5,1163211,,,,,,,,black_plus_sign,,,49,,,1,,,,,,,0.8333333333333334,
null,,color_black5,1163314,,,,,,,,black_plus_sign,,,null,,,,,,,,,,,
null,,thebreak,1163420,,,,,,,,<p></p>,,,null,,,,,,,,,,,
2730.10000000149,,intro_0,1166152,,,,,,,,instruct,,,32,,,,,,,,,,,
4243.400000002235,,directmemory_phase5,1170396,,,,,,,,object_12b.png,,,51,,,0,,object_11c.png,object_09c.png,object_12c.png,object_09c.png,,0.5081967213114754,0
6623.89999999851,,directmemory_phase5,1177023,,,,,,,,object_06a.png,,,49,,,0,,object_15a.png,object_14a.png,object_10a.png,object_14a.png,,0.5,0
5515.699999999255,,directmemory_phase5,1182542,,,,,,,,object_03b.png,,,50,,,0,,object_13c.png,object_04b.png,object_15a.png,object_15a.png,,0.49206349206349204,0
5848.300000000745,,directmemory_phase5,1188393,,,,,,,,object_14b.png,,,50,,,0,,object_15c.png,object_05c.png,object_07a.png,object_15c.png,,0.484375,0
4963.800000000745,,directmemory_phase5,1193359,,,,,,,,object_04a.png,,,51,,,0,,object_12c.png,object_09c.png,object_04b.png,object_12c.png,,0.47692307692307695,0
5628.300000000745,,directmemory_phase5,1198991,,,,,,,,object_02b.png,,,49,,,0,,object_11c.png,object_10a.png,object_01b.png,object_10a.png,,0.4696969696969697,0
3950.89999999851,,directmemory_phase5,1202944,,,,,,,,object_08b.png,,,49,,,0,,object_09c.png,object_04b.png,object_11c.png,object_04b.png,,0.4626865671641791,0
5645.89999999851,,directmemory_phase5,1208591,,,,,,,,object_10b.png,,,50,,,0,,object_05c.png,object_01b.png,object_11c.png,object_05c.png,,0.45588235294117646,0
5093,,directmemory_phase5,1213687,,,,,,,,object_09a.png,,,50,,,0,,object_07a.png,object_09c.png,object_11c.png,object_11c.png,,0.4492753623188406,0
7376.89999999851,,directmemory_phase5,1221067,,,,,,,,object_11b.png,,,51,,,1,,object_07a.png,object_01b.png,object_07b.png,object_07b.png,,0.45714285714285713,1
4374.199999999255,,directmemory_phase5,1225444,,,,,,,,object_03a.png,,,50,,,0,,object_07b.png,object_05c.png,object_01a.png,object_01a.png,,0.4507042253521127,0
8151.699999999255,,directmemory_phase5,1233599,,,,,,,,object_12a.png,,,51,,,1,,object_01a.png,object_09c.png,object_01b.png,object_01b.png,,0.4583333333333333,1
