triadNr,isCorrect,RT,trialtype,testtype,partid,age
3,1,2866.0,test1,block,67682f6c22691dbfb82ae15d,old
5,0,2736.0,test1,block,67682f6c22691dbfb82ae15d,old
8,1,2362.0,test1,block,67682f6c22691dbfb82ae15d,old
10,0,6346.0,test1,block,67682f6c22691dbfb82ae15d,old
14,0,5811.0,test1,block,67682f6c22691dbfb82ae15d,old
2,1,4496.0,test1,block,67682f6c22691dbfb82ae15d,old
9,0,4632.0,test1,block,67682f6c22691dbfb82ae15d,old
1,1,7383.0,test1,block,67682f6c22691dbfb82ae15d,old
6,1,3435.0,test1,block,67682f6c22691dbfb82ae15d,old
7,0,7025.0,test1,block,67682f6c22691dbfb82ae15d,old
13,0,5269.0,test1,block,67682f6c22691dbfb82ae15d,old
0,0,4960.0,test1,block,67682f6c22691dbfb82ae15d,old
4,1,9046.0,test1,block,67682f6c22691dbfb82ae15d,old
11,1,1593.0,test1,block,67682f6c22691dbfb82ae15d,old
12,1,4890.0,test1,block,67682f6c22691dbfb82ae15d,old
5,1,3343.0,test2,block,67682f6c22691dbfb82ae15d,old
11,1,5197.0,test2,block,67682f6c22691dbfb82ae15d,old
1,1,2210.0,test2,block,67682f6c22691dbfb82ae15d,old
6,1,3135.0,test2,block,67682f6c22691dbfb82ae15d,old
2,1,2395.0,test2,block,67682f6c22691dbfb82ae15d,old
7,0,6927.0,test2,block,67682f6c22691dbfb82ae15d,old
12,1,1711.0,test2,block,67682f6c22691dbfb82ae15d,old
10,1,1987.0,test2,block,67682f6c22691dbfb82ae15d,old
3,1,3642.0,test2,block,67682f6c22691dbfb82ae15d,old
14,1,1967.0,test2,block,67682f6c22691dbfb82ae15d,old
8,1,2290.0,test2,block,67682f6c22691dbfb82ae15d,old
0,0,2255.0,test2,block,67682f6c22691dbfb82ae15d,old
13,1,10198.0,test2,block,67682f6c22691dbfb82ae15d,old
4,1,5338.0,test2,block,67682f6c22691dbfb82ae15d,old
9,1,3461.0,test2,block,67682f6c22691dbfb82ae15d,old
2,1,3430.0,test3,block,67682f6c22691dbfb82ae15d,old
8,1,2671.0,test3,block,67682f6c22691dbfb82ae15d,old
13,1,5630.0,test3,block,67682f6c22691dbfb82ae15d,old
10,1,4627.0,test3,block,67682f6c22691dbfb82ae15d,old
14,1,1962.0,test3,block,67682f6c22691dbfb82ae15d,old
1,1,2147.0,test3,block,67682f6c22691dbfb82ae15d,old
11,1,2086.0,test3,block,67682f6c22691dbfb82ae15d,old
12,1,1993.0,test3,block,67682f6c22691dbfb82ae15d,old
3,1,1651.0,test3,block,67682f6c22691dbfb82ae15d,old
7,1,3034.0,test3,block,67682f6c22691dbfb82ae15d,old
5,1,4805.0,test3,block,67682f6c22691dbfb82ae15d,old
6,1,2152.0,test3,block,67682f6c22691dbfb82ae15d,old
4,1,3330.0,test3,block,67682f6c22691dbfb82ae15d,old
0,1,3975.0,test3,block,67682f6c22691dbfb82ae15d,old
9,1,6506.0,test3,block,67682f6c22691dbfb82ae15d,old
13,1,3054.0,test4,block,67682f6c22691dbfb82ae15d,old
4,1,1840.0,test4,block,67682f6c22691dbfb82ae15d,old
14,1,1790.0,test4,block,67682f6c22691dbfb82ae15d,old
1,1,1595.0,test4,block,67682f6c22691dbfb82ae15d,old
6,1,2457.0,test4,block,67682f6c22691dbfb82ae15d,old
9,1,3229.0,test4,block,67682f6c22691dbfb82ae15d,old
7,1,4975.0,test4,block,67682f6c22691dbfb82ae15d,old
12,1,1577.0,test4,block,67682f6c22691dbfb82ae15d,old
8,1,1853.0,test4,block,67682f6c22691dbfb82ae15d,old
0,1,5062.0,test4,block,67682f6c22691dbfb82ae15d,old
5,1,4364.0,test4,block,67682f6c22691dbfb82ae15d,old
3,1,2843.0,test4,block,67682f6c22691dbfb82ae15d,old
2,1,2666.0,test4,block,67682f6c22691dbfb82ae15d,old
11,1,3716.0,test4,block,67682f6c22691dbfb82ae15d,old
10,1,3158.0,test4,block,67682f6c22691dbfb82ae15d,old
7,1,3475.0,test5,block,67682f6c22691dbfb82ae15d,old
1,1,2604.0,test5,block,67682f6c22691dbfb82ae15d,old
9,0,6329.0,test5,block,67682f6c22691dbfb82ae15d,old
10,1,2599.0,test5,block,67682f6c22691dbfb82ae15d,old
6,1,3539.0,test5,block,67682f6c22691dbfb82ae15d,old
4,1,2148.0,test5,block,67682f6c22691dbfb82ae15d,old
8,1,1722.0,test5,block,67682f6c22691dbfb82ae15d,old
12,0,4728.0,test5,block,67682f6c22691dbfb82ae15d,old
11,1,3674.0,test5,block,67682f6c22691dbfb82ae15d,old
3,0,4313.0,test5,block,67682f6c22691dbfb82ae15d,old
13,1,5352.0,test5,block,67682f6c22691dbfb82ae15d,old
0,0,6938.0,test5,block,67682f6c22691dbfb82ae15d,old
5,1,9309.0,test5,block,67682f6c22691dbfb82ae15d,old
14,1,5399.0,test5,block,67682f6c22691dbfb82ae15d,old
2,1,2408.0,test5,block,67682f6c22691dbfb82ae15d,old
14,1,3241.0,test6,block,67682f6c22691dbfb82ae15d,old
3,1,2471.0,test6,block,67682f6c22691dbfb82ae15d,old
10,1,1849.0,test6,block,67682f6c22691dbfb82ae15d,old
6,1,3640.0,test6,block,67682f6c22691dbfb82ae15d,old
11,1,4944.0,test6,block,67682f6c22691dbfb82ae15d,old
12,1,3198.0,test6,block,67682f6c22691dbfb82ae15d,old
8,1,1590.0,test6,block,67682f6c22691dbfb82ae15d,old
5,1,2166.0,test6,block,67682f6c22691dbfb82ae15d,old
4,1,3220.0,test6,block,67682f6c22691dbfb82ae15d,old
13,1,1781.0,test6,block,67682f6c22691dbfb82ae15d,old
