triadNr,isCorrect,RT,trialtype,testtype,partid,age
13,0,4917.79999999702,test1,inter,5b6f49b7d60bdd0001ade437,old
10,1,3717.400000005961,test1,inter,5b6f49b7d60bdd0001ade437,old
11,1,4507.10000000149,test1,inter,5b6f49b7d60bdd0001ade437,old
2,1,2497.89999999851,test1,inter,5b6f49b7d60bdd0001ade437,old
9,1,2637.20000000298,test1,inter,5b6f49b7d60bdd0001ade437,old
9,0,4653.70000000298,test1,inter,5b6f49b7d60bdd0001ade437,old
0,0,4134.80000000447,test1,inter,5b6f49b7d60bdd0001ade437,old
0,0,5794.5,test1,inter,5b6f49b7d60bdd0001ade437,old
4,1,2331.5999999940395,test1,inter,5b6f49b7d60bdd0001ade437,old
8,1,3864.3000000044703,test1,inter,5b6f49b7d60bdd0001ade437,old
11,0,4715.5,test1,inter,5b6f49b7d60bdd0001ade437,old
5,1,4700.39999999851,test1,inter,5b6f49b7d60bdd0001ade437,old
14,1,3897.6999999955297,test1,inter,5b6f49b7d60bdd0001ade437,old
2,0,4158.79999999702,test1,inter,5b6f49b7d60bdd0001ade437,old
10,0,5463.29999999702,test1,inter,5b6f49b7d60bdd0001ade437,old
4,1,4465.9000000059605,test1,inter,5b6f49b7d60bdd0001ade437,old
12,0,4429.20000000298,test1,inter,5b6f49b7d60bdd0001ade437,old
1,0,4802.79999999702,test1,inter,5b6f49b7d60bdd0001ade437,old
7,1,5936.0,test1,inter,5b6f49b7d60bdd0001ade437,old
13,0,4485.60000000149,test1,inter,5b6f49b7d60bdd0001ade437,old
5,1,5789.39999999851,test1,inter,5b6f49b7d60bdd0001ade437,old
3,0,5837.70000000298,test1,inter,5b6f49b7d60bdd0001ade437,old
8,0,4136.30000000447,test1,inter,5b6f49b7d60bdd0001ade437,old
12,1,2186.29999999702,test1,inter,5b6f49b7d60bdd0001ade437,old
6,1,2781.60000000149,test1,inter,5b6f49b7d60bdd0001ade437,old
6,0,5062.10000000149,test1,inter,5b6f49b7d60bdd0001ade437,old
3,1,3390.79999999702,test1,inter,5b6f49b7d60bdd0001ade437,old
1,0,3620.6999999955297,test1,inter,5b6f49b7d60bdd0001ade437,old
14,0,4534.30000000447,test1,inter,5b6f49b7d60bdd0001ade437,old
7,0,5013.19999999553,test1,inter,5b6f49b7d60bdd0001ade437,old
6,1,2572.29999999702,test2,inter,5b6f49b7d60bdd0001ade437,old
5,0,4853.70000000298,test2,inter,5b6f49b7d60bdd0001ade437,old
13,1,2165.0999999940395,test2,inter,5b6f49b7d60bdd0001ade437,old
7,1,5663.79999999702,test2,inter,5b6f49b7d60bdd0001ade437,old
12,1,1898.79999999702,test2,inter,5b6f49b7d60bdd0001ade437,old
