triadNr,isCorrect,RT,trialtype,testtype,partid,age
7,1,4985.799999952316,test1,inter,5c101f812a1a620001f04007,old
3,0,5974.600000143051,test1,inter,5c101f812a1a620001f04007,old
2,1,7961.399999856949,test1,inter,5c101f812a1a620001f04007,old
10,1,5559.299999952316,test1,inter,5c101f812a1a620001f04007,old
0,1,4377.599999904633,test1,inter,5c101f812a1a620001f04007,old
8,0,5159.600000143051,test1,inter,5c101f812a1a620001f04007,old
4,0,7112.700000047684,test1,inter,5c101f812a1a620001f04007,old
12,1,4760.100000143051,test1,inter,5c101f812a1a620001f04007,old
12,1,5552.0,test1,inter,5c101f812a1a620001f04007,old
5,1,2601.5,test1,inter,5c101f812a1a620001f04007,old
14,1,7236.5,test1,inter,5c101f812a1a620001f04007,old
6,0,7244.599999904633,test1,inter,5c101f812a1a620001f04007,old
3,1,5837.799999952316,test1,inter,5c101f812a1a620001f04007,old
13,1,7237.200000047684,test1,inter,5c101f812a1a620001f04007,old
8,0,7015.5,test1,inter,5c101f812a1a620001f04007,old
13,0,6385.5,test1,inter,5c101f812a1a620001f04007,old
7,1,8738.5,test1,inter,5c101f812a1a620001f04007,old
4,0,4939.799999952316,test1,inter,5c101f812a1a620001f04007,old
9,0,4663.0,test1,inter,5c101f812a1a620001f04007,old
11,1,4921.400000095367,test1,inter,5c101f812a1a620001f04007,old
2,1,4460.200000047684,test1,inter,5c101f812a1a620001f04007,old
6,1,3254.100000143051,test1,inter,5c101f812a1a620001f04007,old
5,0,3237.599999904633,test1,inter,5c101f812a1a620001f04007,old
0,1,3984.399999856949,test1,inter,5c101f812a1a620001f04007,old
1,1,5858.700000047684,test1,inter,5c101f812a1a620001f04007,old
1,1,8217.900000095367,test1,inter,5c101f812a1a620001f04007,old
11,1,6317.5,test1,inter,5c101f812a1a620001f04007,old
9,0,6802.5,test1,inter,5c101f812a1a620001f04007,old
10,1,6848.799999952316,test1,inter,5c101f812a1a620001f04007,old
14,0,7654.700000047684,test1,inter,5c101f812a1a620001f04007,old
11,0,7252.5,test2,inter,5c101f812a1a620001f04007,old
11,1,3124.300000190735,test2,inter,5c101f812a1a620001f04007,old
12,1,8926.100000143051,test2,inter,5c101f812a1a620001f04007,old
8,0,5280.899999856949,test2,inter,5c101f812a1a620001f04007,old
4,0,7660.200000047684,test2,inter,5c101f812a1a620001f04007,old
4,1,7408.199999809265,test2,inter,5c101f812a1a620001f04007,old
9,0,7661.900000095367,test2,inter,5c101f812a1a620001f04007,old
1,0,7116.899999856949,test2,inter,5c101f812a1a620001f04007,old
2,0,7656.100000143051,test2,inter,5c101f812a1a620001f04007,old
7,0,4501.400000095367,test2,inter,5c101f812a1a620001f04007,old
12,0,7772.900000095367,test2,inter,5c101f812a1a620001f04007,old
3,1,4489.299999952316,test2,inter,5c101f812a1a620001f04007,old
14,1,6380.399999856949,test2,inter,5c101f812a1a620001f04007,old
10,1,3919.300000190735,test2,inter,5c101f812a1a620001f04007,old
7,0,6909.5,test2,inter,5c101f812a1a620001f04007,old
1,0,7318.099999904633,test2,inter,5c101f812a1a620001f04007,old
10,1,2633.5,test2,inter,5c101f812a1a620001f04007,old
0,1,4707.100000143051,test2,inter,5c101f812a1a620001f04007,old
13,0,9250.099999904633,test2,inter,5c101f812a1a620001f04007,old
6,0,5374.299999952316,test2,inter,5c101f812a1a620001f04007,old
5,1,5452.099999904633,test2,inter,5c101f812a1a620001f04007,old
8,0,7170.400000095367,test2,inter,5c101f812a1a620001f04007,old
3,1,5329.0,test2,inter,5c101f812a1a620001f04007,old
14,1,6430.200000047684,test2,inter,5c101f812a1a620001f04007,old
5,1,2693.2000000476837,test2,inter,5c101f812a1a620001f04007,old
9,0,6524.0,test2,inter,5c101f812a1a620001f04007,old
2,1,2680.7000000476837,test2,inter,5c101f812a1a620001f04007,old
13,1,6056.899999856949,test2,inter,5c101f812a1a620001f04007,old
6,1,4893.900000095367,test2,inter,5c101f812a1a620001f04007,old
0,1,3568.7000000476837,test2,inter,5c101f812a1a620001f04007,old
3,1,5531.5,test3,inter,5c101f812a1a620001f04007,old
11,1,10083.700000047684,test3,inter,5c101f812a1a620001f04007,old
9,0,5383.600000143051,test3,inter,5c101f812a1a620001f04007,old
0,1,3720.900000095367,test3,inter,5c101f812a1a620001f04007,old
12,1,8907.400000095367,test3,inter,5c101f812a1a620001f04007,old
6,1,2305.399999856949,test3,inter,5c101f812a1a620001f04007,old
2,1,1964.8999998569489,test3,inter,5c101f812a1a620001f04007,old
0,1,3673.5,test3,inter,5c101f812a1a620001f04007,old
14,0,4226.0,test3,inter,5c101f812a1a620001f04007,old
12,1,3686.0,test3,inter,5c101f812a1a620001f04007,old
11,1,2454.2999999523163,test3,inter,5c101f812a1a620001f04007,old
5,1,8308.400000095367,test3,inter,5c101f812a1a620001f04007,old
2,1,1805.2999999523165,test3,inter,5c101f812a1a620001f04007,old
8,0,4839.899999856949,test3,inter,5c101f812a1a620001f04007,old
7,0,6486.0,test3,inter,5c101f812a1a620001f04007,old
4,1,2972.599999904633,test3,inter,5c101f812a1a620001f04007,old
9,0,10883.099999904633,test3,inter,5c101f812a1a620001f04007,old
13,1,12273.699999809263,test3,inter,5c101f812a1a620001f04007,old
5,1,5303.800000190735,test3,inter,5c101f812a1a620001f04007,old
4,0,6660.599999904633,test3,inter,5c101f812a1a620001f04007,old
1,1,4779.299999952316,test3,inter,5c101f812a1a620001f04007,old
8,1,4764.100000143051,test3,inter,5c101f812a1a620001f04007,old
10,1,3206.7000000476837,test3,inter,5c101f812a1a620001f04007,old
7,1,3737.299999952316,test3,inter,5c101f812a1a620001f04007,old
10,1,1872.2000000476835,test3,inter,5c101f812a1a620001f04007,old
3,0,7594.900000095367,test3,inter,5c101f812a1a620001f04007,old
14,1,2859.800000190735,test3,inter,5c101f812a1a620001f04007,old
13,1,3537.0,test3,inter,5c101f812a1a620001f04007,old
1,1,7243.099999904633,test3,inter,5c101f812a1a620001f04007,old
6,1,4817.400000095367,test3,inter,5c101f812a1a620001f04007,old
0,1,5798.799999952316,test4,inter,5c101f812a1a620001f04007,old
