triadNr,isCorrect,RT,trialtype,testtype,partid,age
0,0,4438.899999976158,test1,inter,63b9ff9f64549294f0abe3c1,old
13,1,4014.799999952316,test1,inter,63b9ff9f64549294f0abe3c1,old
5,0,3796.0,test1,inter,63b9ff9f64549294f0abe3c1,old
12,1,3311.7999999523163,test1,inter,63b9ff9f64549294f0abe3c1,old
7,0,2869.899999976158,test1,inter,63b9ff9f64549294f0abe3c1,old
6,1,2311.2999999523163,test1,inter,63b9ff9f64549294f0abe3c1,old
14,1,3229.5,test1,inter,63b9ff9f64549294f0abe3c1,old
10,1,2477.6999999284744,test1,inter,63b9ff9f64549294f0abe3c1,old
10,1,3359.2000000476837,test1,inter,63b9ff9f64549294f0abe3c1,old
11,0,2551.600000023842,test1,inter,63b9ff9f64549294f0abe3c1,old
14,0,1997.899999976158,test1,inter,63b9ff9f64549294f0abe3c1,old
8,0,163.09999990463257,test1,inter,63b9ff9f64549294f0abe3c1,old
4,0,2097.0,test1,inter,63b9ff9f64549294f0abe3c1,old
13,0,2375.099999904633,test1,inter,63b9ff9f64549294f0abe3c1,old
1,1,2135.0,test1,inter,63b9ff9f64549294f0abe3c1,old
0,0,2390.7999999523163,test1,inter,63b9ff9f64549294f0abe3c1,old
12,0,2109.2000000476837,test1,inter,63b9ff9f64549294f0abe3c1,old
6,1,2518.399999976158,test1,inter,63b9ff9f64549294f0abe3c1,old
8,0,2135.5,test1,inter,63b9ff9f64549294f0abe3c1,old
5,0,1982.2000000476835,test1,inter,63b9ff9f64549294f0abe3c1,old
1,0,2022.600000023842,test1,inter,63b9ff9f64549294f0abe3c1,old
11,0,2510.5,test1,inter,63b9ff9f64549294f0abe3c1,old
9,0,2910.7999999523163,test1,inter,63b9ff9f64549294f0abe3c1,old
3,1,2199.899999976158,test1,inter,63b9ff9f64549294f0abe3c1,old
9,0,2263.0,test1,inter,63b9ff9f64549294f0abe3c1,old
3,0,1918.6999999284744,test1,inter,63b9ff9f64549294f0abe3c1,old
4,0,2725.7000000476837,test1,inter,63b9ff9f64549294f0abe3c1,old
2,0,2621.5,test1,inter,63b9ff9f64549294f0abe3c1,old
7,0,2687.100000023842,test1,inter,63b9ff9f64549294f0abe3c1,old
2,0,2575.5,test1,inter,63b9ff9f64549294f0abe3c1,old
0,0,3087.5,test2,inter,63b9ff9f64549294f0abe3c1,old
14,0,3079.0,test2,inter,63b9ff9f64549294f0abe3c1,old
7,1,2429.0,test2,inter,63b9ff9f64549294f0abe3c1,old
3,1,3126.2000000476837,test2,inter,63b9ff9f64549294f0abe3c1,old
5,1,3695.399999976158,test2,inter,63b9ff9f64549294f0abe3c1,old
9,0,2117.099999904633,test2,inter,63b9ff9f64549294f0abe3c1,old
1,1,2918.8000000715256,test2,inter,63b9ff9f64549294f0abe3c1,old
11,1,2782.2000000476837,test2,inter,63b9ff9f64549294f0abe3c1,old
3,1,2453.100000023842,test2,inter,63b9ff9f64549294f0abe3c1,old
5,0,3287.2000000476837,test2,inter,63b9ff9f64549294f0abe3c1,old
8,0,3206.899999976158,test2,inter,63b9ff9f64549294f0abe3c1,old
10,0,3246.5,test2,inter,63b9ff9f64549294f0abe3c1,old
12,0,2646.3000000715256,test2,inter,63b9ff9f64549294f0abe3c1,old
8,1,3079.7999999523163,test2,inter,63b9ff9f64549294f0abe3c1,old
4,1,3085.3000000715256,test2,inter,63b9ff9f64549294f0abe3c1,old
14,0,3262.2999999523163,test2,inter,63b9ff9f64549294f0abe3c1,old
13,0,3503.1999999284744,test2,inter,63b9ff9f64549294f0abe3c1,old
12,1,3020.8000000715256,test2,inter,63b9ff9f64549294f0abe3c1,old
1,1,3223.399999976158,test2,inter,63b9ff9f64549294f0abe3c1,old
11,0,3398.0,test2,inter,63b9ff9f64549294f0abe3c1,old
13,0,2846.5,test2,inter,63b9ff9f64549294f0abe3c1,old
7,1,3060.6999999284744,test2,inter,63b9ff9f64549294f0abe3c1,old
6,1,1471.8000000715256,test2,inter,63b9ff9f64549294f0abe3c1,old
2,0,2885.900000095367,test2,inter,63b9ff9f64549294f0abe3c1,old
2,0,3253.600000023842,test2,inter,63b9ff9f64549294f0abe3c1,old
6,0,2654.7000000476837,test2,inter,63b9ff9f64549294f0abe3c1,old
4,1,3086.3000000715256,test2,inter,63b9ff9f64549294f0abe3c1,old
10,1,2750.2999999523163,test2,inter,63b9ff9f64549294f0abe3c1,old
9,1,2974.900000095367,test2,inter,63b9ff9f64549294f0abe3c1,old
0,0,2312.2000000476837,test2,inter,63b9ff9f64549294f0abe3c1,old
2,0,3559.100000023842,test3,inter,63b9ff9f64549294f0abe3c1,old
4,0,3286.2000000476837,test3,inter,63b9ff9f64549294f0abe3c1,old
11,1,3246.899999976158,test3,inter,63b9ff9f64549294f0abe3c1,old
14,0,2461.7000000476837,test3,inter,63b9ff9f64549294f0abe3c1,old
2,0,2605.1999999284744,test3,inter,63b9ff9f64549294f0abe3c1,old
10,1,1885.3000000715256,test3,inter,63b9ff9f64549294f0abe3c1,old
5,0,3271.7999999523163,test3,inter,63b9ff9f64549294f0abe3c1,old
12,1,2461.600000023842,test3,inter,63b9ff9f64549294f0abe3c1,old
3,0,3622.799999952316,test3,inter,63b9ff9f64549294f0abe3c1,old
6,1,2397.899999976158,test3,inter,63b9ff9f64549294f0abe3c1,old
11,1,2685.1999999284744,test3,inter,63b9ff9f64549294f0abe3c1,old
5,1,2543.7000000476837,test3,inter,63b9ff9f64549294f0abe3c1,old
3,1,2989.5,test3,inter,63b9ff9f64549294f0abe3c1,old
0,1,2213.7000000476837,test3,inter,63b9ff9f64549294f0abe3c1,old
8,0,2134.0,test3,inter,63b9ff9f64549294f0abe3c1,old
14,1,2838.5,test3,inter,63b9ff9f64549294f0abe3c1,old
6,1,1381.5,test3,inter,63b9ff9f64549294f0abe3c1,old
13,1,2127.099999904633,test3,inter,63b9ff9f64549294f0abe3c1,old
7,1,2877.5,test3,inter,63b9ff9f64549294f0abe3c1,old
12,1,2414.7000000476837,test3,inter,63b9ff9f64549294f0abe3c1,old
4,0,2734.2000000476837,test3,inter,63b9ff9f64549294f0abe3c1,old
8,0,2509.899999976158,test3,inter,63b9ff9f64549294f0abe3c1,old
10,1,2102.0,test3,inter,63b9ff9f64549294f0abe3c1,old
1,1,2366.899999976158,test3,inter,63b9ff9f64549294f0abe3c1,old
7,1,2150.0,test3,inter,63b9ff9f64549294f0abe3c1,old
0,0,2726.400000095367,test3,inter,63b9ff9f64549294f0abe3c1,old
9,1,3157.7999999523163,test3,inter,63b9ff9f64549294f0abe3c1,old
13,1,2150.399999976158,test3,inter,63b9ff9f64549294f0abe3c1,old
1,1,1885.399999976158,test3,inter,63b9ff9f64549294f0abe3c1,old
9,0,2069.6999999284744,test3,inter,63b9ff9f64549294f0abe3c1,old
11,1,2640.5,test4,inter,63b9ff9f64549294f0abe3c1,old
4,0,2851.2999999523163,test4,inter,63b9ff9f64549294f0abe3c1,old
0,1,2428.7999999523163,test4,inter,63b9ff9f64549294f0abe3c1,old
10,1,1766.0,test4,inter,63b9ff9f64549294f0abe3c1,old
13,1,1966.5,test4,inter,63b9ff9f64549294f0abe3c1,old
12,1,2461.899999976158,test4,inter,63b9ff9f64549294f0abe3c1,old
11,1,1829.2999999523165,test4,inter,63b9ff9f64549294f0abe3c1,old
12,1,2545.2000000476837,test4,inter,63b9ff9f64549294f0abe3c1,old
6,1,1835.7999999523165,test4,inter,63b9ff9f64549294f0abe3c1,old
14,0,2710.2000000476837,test4,inter,63b9ff9f64549294f0abe3c1,old
13,1,3437.6999999284744,test4,inter,63b9ff9f64549294f0abe3c1,old
7,1,3614.399999976158,test4,inter,63b9ff9f64549294f0abe3c1,old
