rt,responses,trial_type,time_elapsed,identifier_a,identifier_b,identifier_c,stimulus,button_pressed,response,key_press,stimulus_left,stimulus_right,accuracy,practice_cumulative_accuracy,stimulus_down_left,stimulus_down_mid,stimulus_down_right,stimulus_correct,prac_weighted_accuracy,cumulative_accuracy,failed_practice,weighted_accuracy
null,,rt_plussign_withcolor5,4542588,,,,green,,,null,object_08c.png,object_11a.png,,,,,,,,,,
1204.3999999985099,,rt_thecrossant_black5,4543720,,,,black_plus_sign,,,50,,,1,,,,,,,1,,
null,,color_black5,4543830,,,,black_plus_sign,,,null,,,,,,,,,,,,
null,,learn_phase(without_color)5,4547341,,,,black_plus_sign,,,null,object_07c.png,object_09b.png,,,,,,,,,,
null,,black_cross(without_color)5,4548247,,,,green,,,null,object_07c.png,object_09b.png,,,,,,,,,,
null,,rt_plussign_withcolor5,4548761,,,,green,,,null,object_07c.png,object_09b.png,,,,,,,,,,
1468.8999999985099,,rt_thecrossant_black5,4549883,,,,black_plus_sign,,,50,,,1,,,,,,,1,,
null,,color_black5,4549992,,,,black_plus_sign,,,null,,,,,,,,,,,,
null,,learn_phase(without_color)5,4553500,,,,black_plus_sign,,,null,object_01a.png,object_04b.png,,,,,,,,,,
null,,black_cross(without_color)5,4554242,,,,blue,,,null,object_01a.png,object_04b.png,,,,,,,,,,
null,,rt_plussign_withcolor5,4554756,,,,blue,,,null,object_01a.png,object_04b.png,,,,,,,,,,
1293.7999999970198,,rt_thecrossant_black5,4556033,,,,black_plus_sign,,,49,,,1,,,,,,,1,,
null,,color_black5,4556140,,,,black_plus_sign,,,null,,,,,,,,,,,,
null,,thebreak,4556250,,,,<p></p>,,,null,,,,,,,,,,,,
10681.20000000298,,intro_0,4566933,,,,instruct,,,32,,,,,,,,,,,,
3463.10000000149,,directmemory_phase5,4570398,,,,object_11c.png,,,51,,,1,,object_09b.png,object_15c.png,object_15b.png,object_15b.png,,0.8852459016393442,,1
5883.89999999851,,directmemory_phase5,4576285,,,,object_02b.png,,,51,,,1,,object_09b.png,object_11c.png,object_10b.png,object_10b.png,,0.8870967741935484,,1
2422.5,,directmemory_phase5,4578712,,,,object_13c.png,,,51,,,1,,object_15b.png,object_09c.png,object_12a.png,object_12a.png,,0.8888888888888888,,1
3337,,directmemory_phase5,4582051,,,,object_11a.png,,,49,,,1,,object_08c.png,object_10a.png,object_14b.png,object_08c.png,,0.890625,,1
2556.7000000029802,,directmemory_phase5,4584611,,,,object_09b.png,,,50,,,1,,object_13a.png,object_07c.png,object_02b.png,object_07c.png,,0.8923076923076924,,1
3562.5,,directmemory_phase5,4588176,,,,object_15c.png,,,49,,,1,,object_13b.png,object_05b.png,object_10a.png,object_13b.png,,0.8939393939393939,,1
4929.19999999553,,directmemory_phase5,4593109,,,,object_07a.png,,,49,,,1,,object_10c.png,object_13b.png,object_13c.png,object_10c.png,,0.8955223880597015,,1
7507.9000000059605,,directmemory_phase5,4600620,,,,object_05c.png,,,49,,,1,,object_12b.png,object_09b.png,object_13c.png,object_12b.png,,0.8970588235294118,,1
4110.5,,directmemory_phase5,4604734,,,,object_01b.png,,,49,,,1,,object_05b.png,object_12a.png,object_15c.png,object_05b.png,,0.8985507246376812,,1
2284.89999999851,,directmemory_phase5,4607023,,,,object_06a.png,,,50,,,1,,object_06b.png,object_05a.png,object_14c.png,object_05a.png,,0.9,,1
3940.7000000029802,,directmemory_phase5,4610967,,,,object_01c.png,,,50,,,1,,object_10a.png,object_03a.png,object_04b.png,object_03a.png,,0.9014084507042254,,1
4587.10000000149,,directmemory_phase5,4615557,,,,object_10a.png,,,51,,,1,,object_11a.png,object_14c.png,object_13a.png,object_13a.png,,0.9027777777777778,,1
3148.39999999851,,directmemory_phase5,4618708,,,,object_01a.png,,,49,,,1,,object_04b.png,object_13a.png,object_05c.png,object_04b.png,,0.9041095890410958,,1
4258.69999999553,,directmemory_phase5,4622970,,,,object_06b.png,,,49,,,1,,object_14c.png,object_05a.png,object_10b.png,object_14c.png,,0.9054054054054054,,1
6055.70000000298,,directmemory_phase5,4629029,,,,object_14b.png,,,51,,,1,,object_02b.png,object_13b.png,object_09c.png,object_09c.png,,0.9066666666666666,,1
null,,thebreak,4629147,,,,<p></p>,,,null,,,,,,,,,,,,
20395.39999999851,,intro_0,4649545,,,,instruct,,,32,,,,,,,,,,,,
null,,learn_phase(without_color)6,4653053,,,,black_plus_sign,,,null,object_03a.png,object_01c.png,,,,,,,,,,
null,,black_cross(without_color)6,4654138,,,,blue,,,null,object_03a.png,object_01c.png,,,,,,,,,,
null,,rt_plussign_withcolor6,4654652,,,,blue,,,null,object_03a.png,object_01c.png,,,,,,,,,,
1426,,rt_thecrossant_black6,4655586,,,,black_plus_sign,,,49,,,1,,,,,,,1,,
null,,color_black6,4655698,,,,black_plus_sign,,,null,,,,,,,,,,,,
null,,learn_phase(without_color)6,4659214,,,,black_plus_sign,,,null,object_13b.png,object_15c.png,,,,,,,,,,
null,,black_cross(without_color)6,4660210,,,,blue,,,null,object_13b.png,object_15c.png,,,,,,,,,,
null,,rt_plussign_withcolor6,4660721,,,,blue,,,null,object_13b.png,object_15c.png,,,,,,,,,,
1298.5,,rt_thecrossant_black6,4661746,,,,black_plus_sign,,,49,,,1,,,,,,,1,,
null,,color_black6,4661854,,,,black_plus_sign,,,null,,,,,,,,,,,,
