rt,responses,trial_type,time_elapsed,identifier_a,identifier_b,identifier_c,stimulus,button_pressed,response,key_press,failed_practice,stimulus_left,stimulus_right,accuracy,practice_cumulative_accuracy,stimulus_down_left,stimulus_down_mid,stimulus_down_right,stimulus_correct,prac_weighted_accuracy,cumulative_accuracy,weighted_accuracy
1859.3999999985099,,directmemory_phase3,999087,,,,object_06a.png,,,50,,,,1,,object_01c.png,object_04b.png,object_13b.png,object_04b.png,,0.7368421052631579,1
7059.39999999851,,directmemory_phase3,1006163,,,,object_11c.png,,,51,,,,1,,object_10a.png,object_12b.png,object_04a.png,object_04a.png,,0.7435897435897436,1
5211.70000000298,,directmemory_phase3,1011391,,,,object_14b.png,,,50,,,,1,,object_03c.png,object_15c.png,object_15b.png,object_15c.png,,0.75,1
2974.7000000029802,,directmemory_phase3,1014383,,,,object_02b.png,,,50,,,,1,,object_12b.png,object_03b.png,object_10a.png,object_03b.png,,0.7560975609756098,1
14406.69999999553,,directmemory_phase3,1028805,,,,object_02a.png,,,50,,,,1,,object_04c.png,object_13b.png,object_14c.png,object_13b.png,,0.7619047619047619,1
6325.69999999553,,directmemory_phase3,1035147,,,,object_14a.png,,,51,,,,1,,object_04a.png,object_02a.png,object_11b.png,object_11b.png,,0.7674418604651163,1
2993.4000000059605,,directmemory_phase3,1038157,,,,object_03c.png,,,50,,,,1,,object_06a.png,object_10a.png,object_13a.png,object_10a.png,,0.7727272727272727,1
9685,,directmemory_phase3,1047858,,,,object_10b.png,,,50,,,,1,,object_14a.png,object_05c.png,object_15b.png,object_05c.png,,0.7777777777777778,1
null,,thebreak,1047972,,,,<p></p>,,,null,,,,,,,,,,,,
6125.5,,intro_0,1054106,,,,instruct,,,32,,,,,,,,,,,,
null,,learn_phase(without_color)4,1057625,,,,black_plus_sign,,,null,,object_08a.png,object_07c.png,,,,,,,,,
null,,black_cross(without_color)4,1058147,,,,green,,,null,,object_08a.png,object_07c.png,,,,,,,,,
null,,rt_plussign_withcolor4,1058654,,,,green,,,null,,object_08a.png,object_07c.png,,,,,,,,,
650.8000000044703,,rt_thecrossant_black4,1060149,,,,black_plus_sign,,,50,,,,1,,,,,,,1,
null,,color_black4,1060259,,,,black_plus_sign,,,null,,,,,,,,,,,,
null,,learn_phase(without_color)4,1063775,,,,black_plus_sign,,,null,,object_04a.png,object_11c.png,,,,,,,,,
null,,black_cross(without_color)4,1064874,,,,green,,,null,,object_04a.png,object_11c.png,,,,,,,,,
null,,rt_plussign_withcolor4,1065381,,,,green,,,null,,object_04a.png,object_11c.png,,,,,,,,,
762,,rt_thecrossant_black4,1066303,,,,black_plus_sign,,,50,,,,1,,,,,,,1,
null,,color_black4,1066436,,,,black_plus_sign,,,null,,,,,,,,,,,,
null,,learn_phase(without_color)4,1069951,,,,black_plus_sign,,,null,,object_04b.png,object_06a.png,,,,,,,,,
null,,black_cross(without_color)4,1070971,,,,blue,,,null,,object_04b.png,object_06a.png,,,,,,,,,
null,,rt_plussign_withcolor4,1071481,,,,blue,,,null,,object_04b.png,object_06a.png,,,,,,,,,
1555.0999999940395,,rt_thecrossant_black4,1072484,,,,black_plus_sign,,,49,,,,1,,,,,,,1,
null,,color_black4,1072593,,,,black_plus_sign,,,null,,,,,,,,,,,,
null,,learn_phase(without_color)4,1076104,,,,black_plus_sign,,,null,,object_13c.png,object_03a.png,,,,,,,,,
null,,black_cross(without_color)4,1076868,,,,green,,,null,,object_13c.png,object_03a.png,,,,,,,,,
null,,rt_plussign_withcolor4,1077376,,,,green,,,null,,object_13c.png,object_03a.png,,,,,,,,,
1223.7999999970198,,rt_thecrossant_black4,1078634,,,,black_plus_sign,,,50,,,,1,,,,,,,1,
null,,color_black4,1078746,,,,black_plus_sign,,,null,,,,,,,,,,,,
null,,learn_phase(without_color)4,1082261,,,,black_plus_sign,,,null,,object_04c.png,object_15b.png,,,,,,,,,
null,,black_cross(without_color)4,1082835,,,,blue,,,null,,object_04c.png,object_15b.png,,,,,,,,,
null,,rt_plussign_withcolor4,1083340,,,,blue,,,null,,object_04c.png,object_15b.png,,,,,,,,,
1291.4000000059605,,rt_thecrossant_black4,1084793,,,,black_plus_sign,,,49,,,,1,,,,,,,1,
null,,color_black4,1084903,,,,black_plus_sign,,,null,,,,,,,,,,,,
null,,learn_phase(without_color)4,1088415,,,,black_plus_sign,,,null,,object_03b.png,object_02b.png,,,,,,,,,
null,,black_cross(without_color)4,1088888,,,,green,,,null,,object_03b.png,object_02b.png,,,,,,,,,
