triadNr,isCorrect,RT,trialtype,testtype,partid,age
5,0,3434.7000000476837,test1,block,65631b21aff167a83105c476,old
14,1,3214.7000000476837,test1,block,65631b21aff167a83105c476,old
1,1,5386.900000095367,test1,block,65631b21aff167a83105c476,old
7,1,5047.200000047684,test1,block,65631b21aff167a83105c476,old
2,1,2975.7000000476837,test1,block,65631b21aff167a83105c476,old
10,0,5433.099999904633,test1,block,65631b21aff167a83105c476,old
13,0,5307.099999904633,test1,block,65631b21aff167a83105c476,old
8,1,2768.5,test1,block,65631b21aff167a83105c476,old
6,0,4989.299999952316,test1,block,65631b21aff167a83105c476,old
12,0,4417.600000143051,test1,block,65631b21aff167a83105c476,old
3,1,4486.5,test1,block,65631b21aff167a83105c476,old
4,1,3100.5,test1,block,65631b21aff167a83105c476,old
0,1,5585.200000047684,test1,block,65631b21aff167a83105c476,old
11,0,6136.900000095367,test1,block,65631b21aff167a83105c476,old
9,0,5536.0,test1,block,65631b21aff167a83105c476,old
0,1,3141.2000000476837,test2,block,65631b21aff167a83105c476,old
1,0,3124.2999999523163,test2,block,65631b21aff167a83105c476,old
10,1,2637.099999904633,test2,block,65631b21aff167a83105c476,old
7,1,2764.800000190735,test2,block,65631b21aff167a83105c476,old
13,1,4232.599999904633,test2,block,65631b21aff167a83105c476,old
2,1,2822.899999856949,test2,block,65631b21aff167a83105c476,old
9,1,3891.799999952316,test2,block,65631b21aff167a83105c476,old
11,1,3681.0,test2,block,65631b21aff167a83105c476,old
12,1,3985.700000047684,test2,block,65631b21aff167a83105c476,old
14,1,4496.399999856949,test2,block,65631b21aff167a83105c476,old
6,1,3766.099999904633,test2,block,65631b21aff167a83105c476,old
3,1,4265.900000095367,test2,block,65631b21aff167a83105c476,old
5,0,4818.299999952316,test2,block,65631b21aff167a83105c476,old
8,1,3875.700000047684,test2,block,65631b21aff167a83105c476,old
4,1,3110.2000000476837,test2,block,65631b21aff167a83105c476,old
13,1,3765.5,test3,block,65631b21aff167a83105c476,old
4,1,2055.0,test3,block,65631b21aff167a83105c476,old
9,0,2795.899999856949,test3,block,65631b21aff167a83105c476,old
11,1,3584.399999856949,test3,block,65631b21aff167a83105c476,old
12,1,5797.100000143051,test3,block,65631b21aff167a83105c476,old
8,1,3389.100000143051,test3,block,65631b21aff167a83105c476,old
7,0,4901.700000047684,test3,block,65631b21aff167a83105c476,old
1,1,3916.099999904633,test3,block,65631b21aff167a83105c476,old
2,1,2496.600000143051,test3,block,65631b21aff167a83105c476,old
5,1,2308.599999904633,test3,block,65631b21aff167a83105c476,old
14,0,5524.200000047684,test3,block,65631b21aff167a83105c476,old
3,1,2950.2000000476837,test3,block,65631b21aff167a83105c476,old
10,1,3766.600000143051,test3,block,65631b21aff167a83105c476,old
0,1,4501.5,test3,block,65631b21aff167a83105c476,old
6,1,4968.900000095367,test3,block,65631b21aff167a83105c476,old
2,0,3034.7999999523163,test4,block,65631b21aff167a83105c476,old
10,1,3658.0,test4,block,65631b21aff167a83105c476,old
4,1,2696.2000000476837,test4,block,65631b21aff167a83105c476,old
8,1,2873.0,test4,block,65631b21aff167a83105c476,old
1,1,3860.0,test4,block,65631b21aff167a83105c476,old
6,1,5116.0,test4,block,65631b21aff167a83105c476,old
12,1,6290.399999856949,test4,block,65631b21aff167a83105c476,old
11,1,4720.5,test4,block,65631b21aff167a83105c476,old
7,1,2730.600000143051,test4,block,65631b21aff167a83105c476,old
5,1,3035.100000143051,test4,block,65631b21aff167a83105c476,old
9,1,4582.200000047684,test4,block,65631b21aff167a83105c476,old
3,1,2728.900000095367,test4,block,65631b21aff167a83105c476,old
0,1,3203.699999809265,test4,block,65631b21aff167a83105c476,old
14,1,4416.0,test4,block,65631b21aff167a83105c476,old
13,1,5364.299999952316,test4,block,65631b21aff167a83105c476,old
11,0,3524.099999904633,test5,block,65631b21aff167a83105c476,old
9,1,3244.899999856949,test5,block,65631b21aff167a83105c476,old
5,1,4566.400000095367,test5,block,65631b21aff167a83105c476,old
3,0,4642.5,test5,block,65631b21aff167a83105c476,old
14,0,5128.800000190735,test5,block,65631b21aff167a83105c476,old
8,0,5755.899999856949,test5,block,65631b21aff167a83105c476,old
2,0,4795.700000047684,test5,block,65631b21aff167a83105c476,old
0,0,3967.5,test5,block,65631b21aff167a83105c476,old
7,1,4466.299999952316,test5,block,65631b21aff167a83105c476,old
10,0,5731.5,test5,block,65631b21aff167a83105c476,old
1,0,6549.700000047684,test5,block,65631b21aff167a83105c476,old
12,1,3952.700000047684,test5,block,65631b21aff167a83105c476,old
4,1,4403.100000143051,test5,block,65631b21aff167a83105c476,old
6,1,6535.600000143051,test5,block,65631b21aff167a83105c476,old
13,0,5812.0,test5,block,65631b21aff167a83105c476,old
5,0,2885.599999904633,test6,block,65631b21aff167a83105c476,old
2,0,3906.0,test6,block,65631b21aff167a83105c476,old
